he hasn't talked to me since.	dia sudah tidak berbicara dengan saya lagi sejak itu.
i can't smoke.	aku tidak boleh merokok.
would you like to come?	maukah kamu datang?
tom is afraid of dying.	tom takut mati.
it was a stupid mistake.	itu kesalahan yang bodoh.
it's our job to help you.	sudah tugas kami membantu anda.
this is my life.	inilah hidupku.
the bridge had been built before that time.	jembatannya telah dibangun sebelum waktu itu.
tom was executed at dawn.	tom dieksekusi saat subuh.
tom was caught red-handed.	tom tertangkap basah.
i have so much to learn.	ada banyak hal yang harus aku pelajari.
there are always a lot of questions.	selalu ada banyak pertanyaan.
there's a rat in the garage.	ada tikus di garasi.
i've been up most of the night.	aku telah terjaga sepanjang malam.
the taj mahal is one of the seven wonders of the world.	taj mahal adalah salah satu dari tujuh keajaiban dunia.
we know who you are.	kami tau siapa kamu.
you shouldn't go to work.	kau sebaiknya tidak pergi bekerja.
tom says he can't speak french.	tom bilang dia gak bisa bahasa prancis.
antares is the brightest star in the constellation scorpio.	antares adalah bintang paling terang di rasi bintang skorpio.
he's eating an apple.	dia sedang memakan sebuah apel.
i like watching tv.	aku suka menonton tv.
don't touch the blue button.	jangan sentuh tombol biru.
is this correct?	apa ini benar?
tom peeled mary an apple.	tom mengupas sebuah apel untuk mary.
i am terribly hungry.	aku sangat lapar.
let's go jogging together.	ayo kita joging bersama-sama.
no one can stop me.	tidak ada yang bisa menghentikanku.
there were many cars.	ada banyak mobil.
tom is wondering if any of his kids will remember that today is father's day.	tom bertanya-tanya apakah anaknya akan mengingat hari ini hari ayah?
how will i know if i'm wrong?	bagaimana saya bisa tahu kalau saya salah?
we have to wait.	kita harus menunggu.
i haven't finished my homework yet.	aku belum menyelesaikan pekerjaan rumahku.
finish your work.	selesaikan pekerjaanmu!
tom is the newest member of our team.	tom anggota terbaru tim kami.
i knew he was angry, but i didn't think he was that angry.	aku tahu dia marah, tapi aku tidak berfikir bahwa dia semarah itu.
tom laughed at mary.	tom menertawakan mary.
i'm lazy.	saya malas.
you all right?	kamu tidak apa-apa?
tom saw you kissing mary.	tom melihatmu mencium mary.
gas prices are up.	harga bensin naik.
tom didn't know because i never told him.	tom tidak tahu karena aku tidak pernah memberitahunya.
tom is a pilot.	tom adalah seorang pilot.
he ran.	dia berlari.
this dictionary is no good.	kamus ini tidak bagus.
the students laughed.	para siswa tertawa.
we'll never know what really happened to tom.	kita tidak akan pernah tahu apa yang sebenarnya terjadi pada tom.
please turn off the lights.	tolong matikan lampunya.
tom kept walking.	tom terus berjalan.
don't be embarrassed.	jangan malu.
how much is the most expensive car?	berapa harga mobil paling mahal?
where's there a supermarket around here?	di sekitar sini supermarket ada di mana?
can you fly an airplane?	bisakah kamu menerbangkan pesawat?
you made the mistake on purpose, didn't you?	kamu membuat kesalahan dengan sengaja, kan?
start running.	mulailah berlari.
tom posted a lewd photo of himself on social media.	tom mengepos foto tidak senonohnya di media sosial.
i love cheese pizza.	aku suka piza keju.
president reagan's tax program has not worked.	program pajak presiden reagan tidak berfungsi.
we're trying to do the smart thing.	kami mencoba melakukan hal yang cerdas.
tom asked mary to lower her voice.	tom meminta mary untuk memelankan suaranya
i like to have fun.	aku suka bersenang-senang.
that's the indonesian flag, not the polish flag.	itu bendera indonesia, bukan bendera polandia.
i'm studying.	saya lagi belajar.
this is food.	ini adalah makanan.
tom went on speaking.	tom lanjut berbicara.
tom solved all the problems.	tom telah menyelesaikan semua masalahnya.
i always said tom was a smart kid.	aku selalu bilang kalau tom anak yang pandai.
i don't know her.	aku tidak mengenalnya.
i interpreted their silence as consent.	saya menganggap diamnya mereka sebagai tanda setuju.
i'm really hungry.	aku sangat lapar.
this morning, i saw an angel.	pagi ini, aku melihat seorang malaikat.
we've been asking the wrong kind of questions.	kita telah menanyakan jenis pertanyaan yang salah.
you may be right.	mungkin kamu benar.
tom was sentenced to death.	tom dijatuhi hukuman mati.
yesterday a foreigner spoke to me in english on the train.	kemarin orang luar negeri berbicara kepadaku menggunakan bahasa inggris di kereta.
one of my earrings is missing.	salah satu anting-anting saya hilang.
tom pointed to the chair next to his.	tom menunjuk kursi disebelahnya.
late autumn in scotland is rather cold.	suhu di skotlandia cukup dingin pada akhir musim gugur.
do you believe in destiny?	apakah kamu percaya dengan takdir?
would you check the oil, please?	maukah anda memeriksa olinya?
tom said doing that would be a good idea.	tom bilang, hal itu merupakan ide bagus
they painted their toenails.	mereka mengecat kuku kaki mereka.
how late is it?	sudah telat berapa lama?
tom scolded his son for being lazy.	tom memarahi anak laki-lakinya karena telah malas.
tom got mugged on his way home from work.	tom dirampok di jalan saat pulang kerja.
his name is tom.	namanya tom.
what is astronomy?	apa itu astronomi?
i've just finished breakfast.	aku baru saja selesai sarapan.
this is my bike.	ini sepedaku.
he took a week off.	dia mengambil libur selama seminggu.
the archer killed the deer.	pemanah itu membunuh rusanya.
we danced to the music.	kami menari mengikuti alunan musik.
papua new guinea was a german colony.	papua nugini dulunya merupakan koloni jerman.
you can use this pen.	kamu bisa menggunakan pulpen ini.
let's do this again.	mari kita melakukannya lagi.
whatever goes up must come down.	apa pun yang naik harus turun.
he lives in luxury.	dia hidup dengan mewah.
the world needs heroes.	dunia ini membutuhkan pahlawan.
i don't want to know their names.	saya tidak mau tahu nama mereka.
how much do you charge per hour?	berapa besar anda mematok biaya per jamnya?
so, what do you think?	jadi bagaimana menurutmu?
the police found blood on the chair.	polisi menemukan bercak darah di kursi.
do you hear something?	apakah kamu mendengar sesuatu?
once a month, i go to the hairdresser.	satu kali dalam satu bulan, aku pergi ke salon.
in the united states, school buses are yellow.	di amerika serikat, bus sekolah berwarna kuning.
tom is a friend of yours, isn't he?	tom itu temanmu, bukan?
this college was established in 1910.	kampus ini didirikan pada tahun 1910.
you don't have to answer those questions.	kamu tidak perlu menjawab pertanyaan-pertanyaan itu.
this year is a leap year.	tahun ini tahun kabisat.
i want to find out if tom was at school today.	aku mau mencari tahu apakah tom ada di sekolah hari ini.
suddenly, he heard a strange sound.	tiba-tiba, dia mendengar suara yang aneh.
tom has a butler.	tom punya kepala pelayan.
tom never told anybody about what happened.	tom tidak pernah memberitahu siapapun tentang apa yang terjadi.
i tried doing just that.	saya telah mencoba melakukan hal tersebut.
he wanted to succeed.	dia ingin berhasil.
we're lucky, aren't we?	kami beruntung, kan?
is this a sheep or a goat?	ini domba atau kambing?
i had a good coach.	aku punya pelatih yang baik.
she was nervous before the entrance exam.	dia gugup sebelum ujian masuk.
the snow lasted for two days.	saljunya bertahan hingga 2 hari.
i'll study a lot.	aku akan belajar banyak.
we learned about the importance of eating a healthy lunch.	kami mempelajari tentang pentingnya memakan makan siang yang sehat.
say goodbye to your friends.	pamitlah pada teman-temanmu.
tom is no longer afraid.	tom tidak ketakutan lagi.
we've got to hurry.	kita harus bergegas.
tom was on vacation.	tom sedang liburan.
the hunting dogs followed the scent of the fox.	para anjing pemburu mengikuti bau dari rubah itu.
this novel is difficult to understand.	novel ini susah dimengerti.
my hair started falling out.	rambut saya mulai rontok.
tom and mary played ping pong.	tom dan mary bermain pingpong.
we'll fight to the last.	kita akan berjuang sampai akhir.
you should start doing that today.	kamu harus mulai melakukan itu hari ini.
there are no canadians here.	tidak ada orang kanada di sini.
tom wants to leave early.	tom mau pulang lebih awal.
it's not far from the hotel.	itu tidak jauh dari hotel.
the hole is big enough.	lubang itu lumayan besar.
tell me what you're afraid of.	katakan padaku apa yang kamu takutkan.
tom was working with us.	tom bekerja dengan kami.
today is october 20th.	hari ini tanggal 20 oktober.
could you sign here, please?	bisa tolong anda tanda tangan di sini?
i hope i survive.	aku harap aku akan bertahan hidup.
don't forget your umbrella.	jangan lupakan payungmu.
i knocked on the door, but no one answered.	saya mengetuk pintu, tapi tidak ada orang yang menjawab.
we're both fine.	kami berdua tidak apa-apa.
do you like carrots?	kamu suka wortel?
the project was never completed.	proyek itu tidak pernah diselesaikan.
there was nothing really wrong with tom.	sama sekali tidak ada yang salah dengan tom.
i'm so glad you're back.	aku sangat senang kau kembali.
my mother is now in the kitchen cooking.	ibuku sekarang sedang memasak di dapur.
we'd better do what they ask.	sebaiknya kita turuti saja kemauan mereka.
their birth mother abandoned them.	ibu kandung mereka meninggalkan mereka.
this is water.	ini air.
i come here every monday.	aku datang ke sini setiap hari senin.
i'm very happy.	saya sangat senang.
it's up to you.	terserah padamu.
i am right.	aku benar.
she telephoned just now.	dia baru saja menelepon.
when is a good time for you?	kamu bisanya kapan?
he has a dog and six cats.	dia memiliki seekor anjing dan enam ekor kucing.
he crossed the street.	dia menyeberang jalan.
tom set the table.	tom mengatur meja.
don't delete this file.	file ini jangan dihapus.
you can wait outside.	kamu bisa menunggu di luar.
tom's car is dirty.	mobil tom kotor.
those grapes look sweet, but in fact they're sour.	buah anggur itu terlihat manis, tetapi sebenarnya asam.
i'd like to speak with tom.	saya ingin berbicara dengan tom.
please help yourselves to some cake.	silakan nikmati kuenya.
we've done it all.	kami sudah melakukan itu semua.
i heard that tom plans to move to boston.	saya mendengar bahwa tom berencana pindah ke boston.
i don't know whether tom is thirsty or not.	saya tidak tau apakah tom haus atau tidak.
what does the bible say about this?	apa yang alkitab katakan tentang hal ini?
why don't you come?	kenapa kamu tidak datang?
this road goes to the airport.	jalan ini menuju ke bandara.
don't walk alone after dark.	jangan berjalan seorang diri setelah hari menjadi gelap.
we're too tired.	kami terlalu lelah.
why are you waiting outside?	kenapa kamu menunggu di luar?
i heard a scream.	aku mendengar sebuah jeritan.
what would cause this?	apa yang menyebabkan ini terjadi?
we'll be getting married in october.	kami akan menikah bulan oktober.
that doesn't apply anymore.	itu tidak berlaku lagi.
what on earth are you talking about?	kau ini bicara apa?
tom never fails to send a birthday present to his father.	tom tidak pernah salah/lupa mengirim hadiah ulang tahun pada ayahnya.
why don't you go fishing with us this weekend if you aren't busy?	mengapa kamu tidak ikut memancing dengan kami akhir minggu ini, jika kamu tidak sibuk?
i like the way you smile.	aku suka cara kamu tersenyum.
i agree with your opinion.	saya setuju dengan pendapat kamu.
i'm not afraid of ghosts.	aku tidak takut dengan hantu.
i'm not what i used to be.	aku tidak sama seperti dulu.
i'm tired of eating fast food.	aku sudah bosan memakan makanan siap saji.
washing clothes by hand is hard and time-consuming.	mencuci pakaian dengan tangan itu susah dan memakan waktu.
who do you live with?	dengan siapa kamu tinggal?
it's on the sofa.	itu ada di atas sofa.
i saw him cross the street.	aku melihatnya menyeberang jalan.
i'll wait here until she comes.	saya akan menunggu di sini sampai dia datang.
we kissed each other.	kita saling cium
i've caught a terrible cold.	aku terkena flu berat.
she looked up at the sky.	ia melihat ke atas langit.
i've been waiting for you since two o'clock.	aku sudah menunggumu sejak pukul dua.
tom seemed to be worried about something.	tom terlihat mengkhawatirkan sesuatu.
i don't like artificial flowers.	saya tidak suka bunga buatan.
he received cheers and applause.	dia mendapat sorakan dan tepuk tangan.
you're free.	anda bebas.
let me have a look at it.	biarkan aku melihatnya.
mary was amazed at how precisely tom sensed how she was feeling.	mary takjub pada tom yang bisa dengan tepat merasakan apa yang ia rasakan.
can you remember the first word you learned in french?	apa kamu ingat kata pertama yang kamu pelajari dalam bahasa prancis?
where were they?	di mana mereka?
i don't think tom cares.	kupikir tom tidak peduli.
that isn't what i was saying at all.	aku sama sekali tidak berkata demikian.
what do you want to drink?	kamu mau minum apa?
i love mary.	aku mencintai mary.
the monkey fell from the tree.	monyet itu jatuh dari pohon.
my camera is waterproof.	kameraku tahan air.
the school is closed due to snow.	sekolah ditutup karena salju.
this room can hold three hundred people.	ruangan ini bisa menampung tiga ratus orang.
tom will go there tomorrow.	tom akan pergi ke sana besok.
tom plays chess better than me.	tom lebih pandai bermain catur daripada saya.
tom has a new plan.	tom memiliki rencana baru.
who did you hear this news from?	dari siapa kamu mendengar berita ini?
he didn't tell me his name.	dia tidak memberitahuku namanya.
tom didn't answer.	tom tidak menjawab.
you must do your duty.	kau harus melaksanakan tugasmu.
tom is a good guy.	tom adalah pria yang baik.
we'll be seeing you, tom.	sampai jumpa lagi, tom.
where did you take those pictures?	di mana kamu mengambil gambar-gambar itu?
how many times have you played tennis with tom?	sudah berapa kali kamu bermain tenis bersama tom?
in case it rains, i won't go.	jika turun hujan, maka aku tidak akan pergi.
the guests will arrive soon.	para tamu akan segera tiba.
i gave each boy an apple.	aku memberi masing-masing anak sebuah apel.
please remind me to phone him tomorrow.	tolong ingatkan aku untuk meneleponnya besok.
i have to leave now.	saya harus pergi sekarang.
i am not a student.	saya bukan siswa.
what do you think of his new novel?	bagaimana pendapat anda tentang novel barunya?
i can eat anything but onions.	aku bisa memakan apa saja kecuali bawang.
he is running.	dia sedang berlari.
i assume you're not interested in playing tennis with us this afternoon.	saya beranggapan kamu tidak ingin bermain tenis dengan kami siang ini.
i don't like coffee.	saya tidak suka kopi.
tom yelled, but nobody heard him.	tom berteriak, tetapi tidak ada yang mendengarnya.
